1.049	22.65	2.85
1.049	22.65	2.85
1.051	22.65	2.85
1.048	22.65	2.85
1.050	22.65	2.85
1.052	22.65	2.85
1.049	22.65	2.85
1.049	22.65	2.85
1.049	22.65	2.85
1.048	22.65	2.85
1.051	22.65	2.85
1.049	22.65	2.85
1.048	22.65	2.85
1.049	22.65	2.85
1.050	22.65	2.85
1.049	22.65	2.85
1.050	22.65	2.85
1.049	22.65	2.85
1.049	22.65	2.85
1.050	22.65	2.85
1.050	22.65	2.85
1.049	22.65	2.85
1.049	22.65	2.85
1.049	22.65	2.86
1.050	22.65	2.86
1.049	22.65	2.86
1.049	22.65	2.86
1.049	22.65	2.86
1.051	22.65	2.86
1.049	22.65	2.86
1.050	22.65	2.86
1.050	22.65	2.86
1.050	22.65	2.86
1.049	22.65	2.86
1.049	22.65	2.86
1.049	22.65	2.86
1.049	22.65	2.86
1.050	22.65	2.86
1.049	22.65	2.86
1.050	22.65	2.86
1.049	22.65	2.86
1.050	22.65	2.86
1.050	22.65	2.86
1.049	22.65	2.86
1.049	22.65	2.86
1.050	22.65	2.86
1.050	22.65	2.86
1.051	22.65	2.86
1.049	22.65	2.86
1.050	22.65	2.86
1.049	22.65	2.86
1.050	22.65	2.86
1.048	22.65	2.86
1.050	22.65	2.86
1.048	22.65	2.86
1.049	22.65	2.86
1.049	22.65	2.86
1.050	22.65	2.86
1.050	22.65	2.86
1.049	22.65	2.86
1.049	22.65	2.86
1.050	22.65	2.86
1.048	22.65	2.86
1.049	22.65	2.87
1.049	22.65	2.87
1.050	22.65	2.87
1.049	22.65	2.87
1.049	22.65	2.87
1.049	22.65	2.87
1.050	22.65	2.87
1.048	22.65	2.87
1.049	22.65	2.87
1.047	22.65	2.87
1.051	22.65	2.87
1.049	22.65	2.87
1.051	22.65	3.17
1.051	22.65	3.17
1.051	22.65	3.17
1.051	22.65	3.17
1.051	22.65	3.18
1.051	22.65	3.18
1.051	22.65	3.18
1.051	22.65	3.18
1.050	22.65	3.18
1.054	22.65	3.18
1.051	22.65	3.18
1.050	22.65	3.18
1.053	22.65	3.18
1.051	22.65	3.18
1.052	22.65	3.18
1.049	22.65	3.18
1.052	22.65	3.18
1.051	22.65	3.18
1.051	22.65	3.18
1.053	22.65	3.18
1.052	22.65	3.18
1.050	22.65	3.18
1.051	22.65	3.18
1.050	22.65	3.18
1.050	22.65	3.18
1.051	22.65	3.18
1.051	22.65	3.18
1.053	22.65	3.18
1.052	22.65	3.18
1.050	22.65	3.18
1.051	22.65	3.18
1.051	22.65	3.18
1.052	22.65	3.18
1.051	22.65	3.18
1.050	22.65	3.18
1.050	22.65	3.18
1.054	22.65	3.18
1.052	22.65	3.18
1.051	22.65	3.18
1.051	22.65	3.18
1.052	22.65	3.18
1.051	22.65	3.18
1.050	22.65	3.18
1.051	22.65	3.18
1.053	22.65	3.18
1.052	22.65	3.18
1.053	22.65	3.18
1.051	22.65	3.18
1.053	22.65	3.18
1.052	22.65	3.18
1.051	22.65	3.18
1.049	22.65	3.18
1.052	22.65	3.18
1.052	22.65	3.18
1.052	22.65	3.18
1.053	22.65	3.19
1.051	22.65	3.19
1.051	22.65	3.19
1.052	22.65	3.19
1.052	22.65	3.19
1.051	22.65	3.19
1.051	22.65	3.19
1.053	22.65	3.19
1.051	22.65	3.19
1.052	22.65	3.19
1.052	22.65	3.19
1.051	22.65	3.19
1.050	22.65	3.19
1.052	22.65	3.19
1.051	22.65	3.19
1.051	22.65	3.19
1.052	22.65	3.19
1.050	22.65	3.19
1.052	22.65	3.19
1.050	22.65	3.19
1.050	22.65	3.19
1.051	22.65	3.19
1.054	22.65	3.19
1.051	22.65	3.19
1.052	22.65	3.19
1.052	22.65	3.19
1.051	22.65	3.19
1.051	22.65	3.19
1.050	22.65	3.19
1.051	22.65	3.19
1.053	22.65	3.19
1.053	22.65	3.19
1.052	22.65	3.19
1.051	22.65	3.19
1.051	22.65	3.19
1.050	22.65	3.19
1.051	22.65	3.19
1.049	22.65	3.19
1.053	22.65	3.19
1.052	22.65	3.19
1.052	22.65	3.19
1.052	22.65	3.19
1.051	22.65	3.19
1.051	22.65	3.19
1.052	22.65	3.19
1.053	22.65	3.19
1.052	22.65	3.19
1.055	22.65	4.07
1.057	22.65	4.07
1.054	22.65	4.07
1.057	22.65	4.07
1.056	22.65	4.07
1.056	22.65	4.07
1.056	22.65	4.07
1.055	22.65	4.07
1.056	22.65	4.07
1.054	22.65	4.07
1.056	22.65	4.07
1.056	22.65	4.07
1.057	22.65	4.07
1.055	22.65	4.07
1.055	22.65	4.07
1.054	22.65	4.07
1.055	22.65	4.07
1.055	22.65	4.07
1.056	22.65	4.07
1.054	22.65	4.07
1.056	22.65	4.07
1.055	22.65	4.07
1.056	22.65	4.07
1.055	22.65	4.07
1.057	22.65	4.07
1.055	22.65	4.07
1.056	22.65	4.07
1.057	22.65	4.07
1.056	22.65	4.07
1.055	22.65	4.07
1.055	22.65	4.07
1.055	22.65	4.07
1.054	22.65	4.07
1.056	22.65	4.07
1.056	22.65	4.07
1.055	22.65	4.07
1.055	22.65	4.07
1.056	22.65	4.07
1.058	22.65	4.07
1.055	22.65	4.07
1.055	22.65	4.07
1.057	22.65	4.07
1.055	22.65	4.07
1.057	22.65	4.07
1.053	22.65	4.07
1.057	22.65	4.07
1.055	22.65	4.07
1.055	22.65	4.07
1.052	22.65	4.07
1.055	22.65	4.07
1.055	22.65	4.07
1.055	22.65	4.07
1.056	22.65	4.07
1.056	22.65	4.07
1.054	22.65	4.07
1.056	22.65	4.07
1.056	22.65	4.07
1.056	22.65	4.07
1.056	22.65	4.08
1.056	22.65	4.08
1.055	22.65	4.08
1.054	22.65	4.08
1.055	22.65	4.08
1.055	22.65	4.08
1.056	22.65	4.08
1.056	22.65	4.08
1.056	22.65	4.08
1.056	22.65	4.08
1.056	22.65	4.08
1.057	22.65	4.08
1.055	22.65	4.08
1.056	22.65	4.08
1.056	22.65	4.08
1.056	22.65	4.08
1.057	22.65	4.08
1.057	22.65	4.08
1.055	22.65	4.08
1.055	22.65	4.08
1.057	22.65	4.08
1.055	22.65	4.08
1.056	22.65	4.08
1.058	22.65	4.08
1.055	22.65	4.08
1.057	22.65	4.08
1.057	22.65	4.08
1.056	22.65	4.08
1.056	22.65	4.08
1.056	22.65	4.08
1.056	22.65	4.08
1.054	22.65	4.08
1.055	22.65	4.08
1.057	22.65	4.08
1.056	22.65	4.08
1.055	22.65	4.08
1.056	22.65	4.08
1.057	22.65	4.08
1.056	22.65	4.08
1.056	22.65	4.08
1.057	22.65	4.08
1.055	22.65	4.08
1.055	22.65	4.08
1.056	22.65	4.08
1.057	22.65	4.08
1.057	22.65	4.08
1.054	22.65	4.08
1.057	22.65	4.08
1.056	22.65	4.08
1.057	22.65	4.08
1.058	22.65	4.08
1.056	22.65	4.08
1.055	22.65	4.08
1.057	22.65	4.08
1.054	22.65	4.08
1.055	22.65	4.08
1.055	22.65	4.08
1.056	22.65	4.08
1.055	22.65	4.08
1.057	22.65	4.08
1.057	22.65	4.08
1.056	22.65	4.08
1.053	22.65	4.08
1.056	22.65	4.08
1.055	22.65	4.08
1.055	22.65	4.08
1.056	22.65	4.08
1.055	22.65	4.08
1.056	22.65	4.08
1.056	22.65	4.08
1.056	22.65	4.08
1.057	22.65	4.08
1.056	22.65	4.08
1.056	22.65	4.08
1.055	22.65	4.08
1.056	22.65	4.08
1.056	22.65	4.08
1.055	22.65	4.08
1.056	22.65	4.08
1.055	22.65	4.08
1.054	22.65	4.08
1.056	22.65	4.08
1.056	22.65	4.08
1.055	22.65	4.08
1.056	22.65	4.08
1.055	22.65	4.08
1.056	22.65	4.08
1.054	22.65	4.08
1.057	22.65	4.08
1.055	22.65	4.08
1.056	22.65	4.08
1.056	22.65	4.08
1.057	22.65	4.08
1.055	22.65	4.08
1.053	22.65	4.08
1.055	22.65	4.08
1.056	22.65	4.08
1.056	22.65	4.08
1.055	22.65	4.08
1.056	22.65	4.08
1.055	22.65	4.08
1.055	22.65	4.08
1.057	22.65	4.08
1.056	22.65	4.08
1.056	22.65	4.08
1.057	22.65	4.08
1.056	22.65	4.08
1.055	22.65	4.08
1.055	22.65	4.08
1.058	22.65	4.08
1.057	22.65	4.08
1.055	22.65	4.08
1.056	22.65	4.08
1.056	22.65	4.08
1.057	22.65	4.08
1.056	22.65	4.08
1.056	22.65	4.08
1.056	22.65	4.08
1.059	22.65	4.08
1.057	22.65	4.08
1.058	22.65	4.08
1.057	22.65	4.08
1.056	22.65	4.08
1.055	22.65	4.08
1.057	22.65	4.08
1.056	22.65	4.08
1.055	22.65	4.08
1.056	22.65	4.08
1.056	22.65	4.08
1.055	22.65	4.08
1.056	22.65	4.08
1.056	22.65	4.08
1.056	22.65	4.08
1.056	22.65	4.08
1.056	22.65	4.08
1.057	22.65	4.08
1.057	22.65	4.08
1.056	22.65	4.09
1.055	22.65	4.08
1.056	22.65	4.08
1.055	22.65	4.08
1.056	22.65	4.09
1.056	22.65	4.09
1.062	22.65	5.16
1.061	22.65	5.16
1.061	22.65	5.16
1.061	22.65	5.16
1.063	22.65	5.16
1.061	22.65	5.16
1.060	22.65	5.16
1.061	22.65	5.17
1.061	22.65	5.17
1.059	22.65	5.17
1.061	22.65	5.17
1.060	22.65	5.17
1.061	22.65	5.17
1.062	22.65	5.17
1.060	22.65	5.18
1.062	22.65	5.18
1.062	22.65	5.18
1.060	22.65	5.18
1.060	22.65	5.18
1.060	22.65	5.18
1.061	22.65	5.18
1.062	22.65	5.18
1.062	22.65	5.18
1.062	22.65	5.19
1.061	22.65	5.19
1.060	22.65	5.19
1.060	22.65	5.19
1.061	22.65	5.19
1.061	22.65	5.19
1.060	22.65	5.19
1.059	22.65	5.19
1.062	22.65	5.20
1.062	22.65	5.20
1.062	22.65	5.20
1.062	22.65	5.20
1.061	22.65	5.20
1.063	22.65	5.20
1.061	22.65	5.20
1.060	22.65	5.20
1.060	22.65	5.20
1.060	22.65	5.20
1.062	22.65	5.20
1.060	22.65	5.21
1.059	22.65	5.21
1.061	22.65	5.21
1.061	22.65	5.21
1.061	22.65	5.21
1.061	22.65	5.21
1.060	22.65	5.21
1.061	22.65	5.21
1.060	22.65	5.21
1.063	22.65	5.21
1.061	22.65	5.21
1.061	22.65	5.21
1.061	22.65	5.22
1.060	22.65	5.22
1.060	22.65	5.22
1.062	22.65	5.22
1.062	22.65	5.22
1.060	22.65	5.22
1.060	22.65	5.22
1.061	22.65	5.22
1.061	22.65	5.22
1.060	22.65	5.22
1.061	22.65	5.22
1.061	22.65	5.22
1.062	22.65	5.22
1.062	22.65	5.22
1.063	22.65	5.23
1.061	22.65	5.23
1.061	22.65	5.23
1.060	22.65	5.23
1.063	22.65	5.23
1.063	22.65	5.23
1.062	22.65	5.23
1.062	22.65	5.23
1.061	22.65	5.23
1.061	22.65	5.23
1.062	22.65	5.23
1.061	22.65	5.23
1.062	22.65	5.23
1.061	22.65	5.23
1.062	22.65	5.23
1.060	22.65	5.23
1.061	22.65	5.23
1.062	22.65	5.23
1.060	22.65	5.24
1.062	22.65	5.24
1.064	22.65	5.24
1.062	22.65	5.24
1.059	22.65	5.24
1.062	22.65	5.24
1.062	22.65	5.24
1.061	22.65	5.24
1.063	22.65	5.24
1.062	22.65	5.24
1.063	22.65	5.24
1.060	22.65	5.24
1.063	22.65	5.24
1.062	22.65	5.24
1.060	22.65	5.24
1.064	22.65	5.24
1.064	22.65	5.24
1.062	22.65	5.24
1.062	22.65	5.24
1.060	22.65	5.24
1.062	22.65	5.24
1.062	22.65	5.24
1.061	22.65	5.24
1.060	22.65	5.24
1.062	22.65	5.24
1.062	22.65	5.24
1.060	22.65	5.24
1.062	22.65	5.24
1.062	22.65	5.24
1.062	22.65	5.25
1.063	22.65	5.25
1.062	22.65	5.25
1.060	22.65	5.25
1.062	22.65	5.25
1.062	22.65	5.25
1.062	22.65	5.25
1.061	22.65	5.25
1.061	22.65	5.25
1.061	22.65	5.25
1.062	22.65	5.25
1.062	22.65	5.25
1.062	22.65	5.25
1.062	22.65	5.25
1.060	22.65	5.25
1.060	22.65	5.25
1.061	22.65	5.25
1.063	22.65	5.25
1.063	22.65	5.25
1.062	22.65	5.25
1.062	22.65	5.25
1.062	22.65	5.25
1.062	22.65	5.25
1.062	22.65	5.25
1.061	22.65	5.25
1.060	22.65	5.25
1.061	22.65	5.25
1.059	22.65	5.25
1.064	22.65	5.25
1.061	22.65	5.25
1.062	22.65	5.25
1.062	22.65	5.25
1.064	22.65	5.25
1.062	22.65	5.25
1.061	22.65	5.25
1.062	22.65	5.25
1.062	22.65	5.25
1.061	22.65	5.25
1.063	22.65	5.25
1.061	22.65	5.25
1.062	22.65	5.25
1.063	22.65	5.26
1.061	22.65	5.26
1.064	22.65	5.26
1.063	22.65	5.26
1.062	22.65	5.26
1.062	22.65	5.26
1.062	22.65	5.26
1.063	22.65	5.26
1.063	22.65	5.26
1.061	22.65	5.26
1.063	22.65	5.26
1.063	22.65	5.26
1.061	22.65	5.26
1.063	22.65	5.26
1.064	22.65	5.26
1.063	22.65	5.26
1.061	22.65	5.26
1.062	22.65	5.26
1.061	22.65	5.26
1.064	22.65	5.26
1.063	22.65	5.26
1.063	22.65	5.26
1.062	22.65	5.26
1.062	22.65	5.26
1.063	22.65	5.26
1.063	22.65	5.26
1.062	22.65	5.26
1.061	22.65	5.26
1.063	22.65	5.26
1.063	22.65	5.26
1.063	22.65	5.26
1.063	22.65	5.26
1.062	22.65	5.26
1.061	22.65	5.26
1.062	22.65	5.26
1.064	22.65	5.26
1.064	22.65	5.26
1.061	22.65	5.26
1.062	22.65	5.26
1.062	22.65	5.26
1.063	22.65	5.26
1.063	22.65	5.26
1.063	22.65	5.26
1.062	22.65	5.26
1.062	22.65	5.26
1.062	22.65	5.26
1.061	22.65	5.26
1.063	22.65	5.26
1.062	22.65	5.26
1.063	22.65	5.26
1.061	22.65	5.26
1.064	22.65	5.26
1.063	22.65	5.26
1.062	22.65	5.26
1.062	22.65	5.26
1.062	22.65	5.26
1.062	22.65	5.26
1.062	22.65	5.26
1.062	22.65	5.26
1.061	22.65	5.26
1.062	22.65	5.26
1.064	22.65	5.26
1.061	22.65	5.26
1.061	22.65	5.26
1.061	22.65	5.26
1.063	22.65	5.26
1.062	22.65	5.26
1.062	22.65	5.26
1.061	22.65	5.26
1.062	22.65	5.26
1.064	22.65	5.26
1.063	22.65	5.26
1.063	22.65	5.26
1.062	22.65	5.26
1.064	22.65	5.26
1.063	22.65	5.26
1.063	22.65	5.26
1.063	22.65	5.26
1.062	22.65	5.26
1.062	22.65	5.26
1.063	22.65	5.26
1.061	22.65	5.26
1.062	22.65	5.26
1.061	22.65	5.26
1.062	22.65	5.26
1.061	22.65	5.26
1.063	22.65	5.26
1.062	22.65	5.26
1.062	22.65	5.26
1.062	22.65	5.26
1.063	22.65	5.27
1.061	22.65	5.26
1.062	22.65	5.26
1.063	22.65	5.26
1.063	22.65	5.27
1.063	22.65	5.26
1.063	22.65	5.26
1.061	22.65	5.27
1.062	22.65	5.27
1.062	22.65	5.26
1.063	22.65	5.27
1.063	22.65	5.27
1.064	22.65	5.27
1.063	22.65	5.27
1.063	22.65	5.27
1.062	22.65	5.27
1.062	22.65	5.27
1.061	22.65	5.27
1.060	22.65	5.27
1.063	22.65	5.27
1.063	22.65	5.27
1.061	22.65	5.27
1.063	22.65	5.27
1.063	22.65	5.27
1.064	22.65	5.27
1.064	22.65	5.27
1.060	22.65	5.27
1.063	22.65	5.27
1.063	22.65	5.27
1.062	22.65	5.27
1.064	22.65	5.27
1.063	22.65	5.27
1.061	22.65	5.27
1.064	22.65	5.27
1.062	22.65	5.27
1.062	22.65	5.27
1.062	22.65	5.27
1.062	22.65	5.27
1.063	22.65	5.27
1.063	22.65	5.27
1.061	22.65	5.27
1.062	22.65	5.27
1.064	22.65	5.27
1.062	22.65	5.27
1.062	22.65	5.27
1.062	22.65	5.27
1.062	22.65	5.27
1.064	22.65	5.27
1.062	22.65	5.27
1.061	22.65	5.27
1.062	22.65	5.27
1.062	22.65	5.27
1.065	22.65	5.27
1.062	22.65	5.27
1.063	22.65	5.27
1.063	22.65	5.27
1.063	22.65	5.27
1.064	22.65	5.27
1.062	22.65	5.27
1.062	22.65	5.27
1.061	22.65	5.27
1.068	22.65	6.86
1.072	22.65	6.86
1.069	22.65	6.86
1.070	22.65	6.86
1.071	22.65	6.86
1.068	22.65	6.86
1.070	22.65	6.86
1.069	22.65	6.86
1.069	22.65	6.86
1.069	22.65	6.86
1.069	22.65	6.86
1.070	22.65	6.86
1.070	22.65	6.87
1.068	22.65	6.87
1.069	22.65	6.87
1.070	22.65	6.87
1.070	22.65	6.87
1.069	22.65	6.87
1.069	22.65	6.87
1.071	22.65	6.87
1.070	22.65	6.87
1.069	22.65	6.87
1.069	22.65	6.87
1.069	22.65	6.87
1.070	22.65	6.87
1.069	22.65	6.87
1.069	22.65	6.87
1.071	22.65	6.87
1.070	22.65	6.87
1.070	22.65	6.88
1.069	22.65	6.88
1.069	22.65	6.88
1.070	22.65	6.88
1.070	22.65	6.88
1.070	22.65	6.88
1.069	22.65	6.88
1.070	22.65	6.88
1.070	22.65	6.88
1.069	22.65	6.88
1.068	22.65	6.88
1.071	22.65	6.88
1.070	22.65	6.88
1.070	22.65	6.88
1.070	22.65	6.88
1.068	22.65	6.88
1.069	22.65	6.88
1.069	22.65	6.88
1.069	22.65	6.88
1.070	22.65	6.89
1.070	22.65	6.89
1.067	22.65	6.89
1.067	22.65	6.89
1.070	22.65	6.89
1.071	22.65	6.89
1.069	22.65	6.89
1.071	22.65	6.89
1.070	22.65	6.89
1.069	22.65	6.89
1.069	22.65	6.89
1.068	22.65	6.89
1.069	22.65	6.89
1.070	22.65	6.89
1.069	22.65	6.89
1.069	22.65	6.89
1.070	22.65	6.89
1.068	22.65	6.89
1.069	22.65	6.89
1.070	22.65	6.89
1.069	22.65	6.89
1.069	22.65	6.89
1.069	22.65	6.89
1.070	22.65	6.89
1.070	22.65	6.89
1.068	22.65	6.90
1.069	22.65	6.90
1.069	22.65	6.90
1.069	22.65	6.90
1.069	22.65	6.90
1.070	22.65	6.90
1.070	22.65	6.90
1.069	22.65	6.90
1.070	22.65	6.90
1.070	22.65	6.90
1.070	22.65	6.90
1.069	22.65	6.90
1.070	22.65	6.90
1.069	22.65	6.90
1.069	22.65	6.90
1.071	22.65	6.90
1.069	22.65	6.90
1.070	22.65	6.90
1.069	22.65	6.90
1.070	22.65	6.90
1.069	22.65	6.90
1.068	22.65	6.90
1.069	22.65	6.90
1.069	22.65	6.90
1.069	22.65	6.90
1.070	22.65	6.90
1.070	22.65	6.90
1.069	22.65	6.90
1.069	22.65	6.90
1.069	22.65	6.90
1.068	22.65	6.90
1.070	22.65	6.90
1.071	22.65	6.90
1.069	22.65	6.90
1.071	22.65	6.90
1.071	22.65	6.90
1.070	22.65	7.05
1.070	22.65	7.05
1.070	22.65	7.05
1.070	22.65	7.05
1.070	22.65	7.05
1.070	22.65	7.05
1.070	22.65	7.05
1.070	22.65	7.05
1.069	22.65	7.06
1.070	22.65	7.06
1.069	22.65	7.06
1.070	22.65	7.06
1.071	22.65	7.06
1.071	22.65	7.06
1.069	22.65	7.06
1.070	22.65	7.06
1.069	22.65	7.06
1.070	22.65	7.07
1.070	22.65	7.07
1.070	22.65	7.07
1.071	22.65	7.07
1.070	22.65	7.07
1.069	22.65	7.07
1.069	22.65	7.07
1.071	22.65	7.07
1.070	22.65	7.08
1.070	22.65	7.08
1.069	22.65	7.08
1.070	22.65	7.08
1.069	22.65	7.08
1.068	22.65	7.08
1.070	22.65	7.08
1.070	22.65	7.09
1.071	22.65	7.09
1.069	22.65	7.09
1.070	22.65	7.09
1.069	22.65	7.09
1.070	22.65	7.09
1.072	22.65	7.09
1.070	22.65	7.09
1.070	22.65	7.10
1.070	22.65	7.10
1.070	22.65	7.10
1.070	22.65	7.10
1.069	22.65	7.10
1.070	22.65	7.10
1.071	22.65	7.10
1.071	22.65	7.10
1.069	22.65	7.10
1.070	22.65	7.10
1.070	22.65	7.10
1.070	22.65	7.10
1.070	22.65	7.10
1.069	22.65	7.11
1.072	22.65	7.11
1.070	22.65	7.11
1.069	22.65	7.11
1.070	22.65	7.11
1.071	22.65	7.11
1.071	22.65	7.11
1.069	22.65	7.11
1.070	22.65	7.11
1.069	22.65	7.11
1.072	22.65	7.12
1.071	22.65	7.12
1.070	22.65	7.12
1.069	22.65	7.12
1.070	22.65	7.12
1.073	22.65	7.12
1.070	22.65	7.12
1.069	22.65	7.12
1.070	22.65	7.12
1.070	22.65	7.12
1.070	22.65	7.12
1.071	22.65	7.12
1.070	22.65	7.12
1.072	22.65	7.13
1.071	22.65	7.13
1.071	22.65	7.13
1.070	22.65	7.13
1.070	22.65	7.13
1.070	22.65	7.13
1.070	22.65	7.13
1.071	22.65	7.13
1.070	22.65	7.13
1.070	22.65	7.13
1.071	22.65	7.13
1.070	22.65	7.13
1.070	22.65	7.13
1.071	22.65	7.13
1.070	22.65	7.13
1.071	22.65	7.14
1.071	22.65	7.14
1.070	22.65	7.14
1.071	22.65	7.14
1.070	22.65	7.14
1.070	22.65	7.14
1.071	22.65	7.14
1.069	22.65	7.14
1.071	22.65	7.14
1.071	22.65	7.14
1.070	22.65	7.14
1.069	22.65	7.14
1.070	22.65	7.14
1.071	22.65	7.14
1.072	22.65	7.14
1.071	22.65	7.14
1.070	22.65	7.14
1.070	22.65	7.14
1.071	22.65	7.14
1.069	22.65	7.14
1.069	22.65	7.14
1.071	22.65	7.14
1.071	22.65	7.14
1.071	22.65	7.15
1.071	22.65	7.15
1.070	22.65	7.15
1.071	22.65	7.15
1.070	22.65	7.15
1.072	22.65	7.15
1.071	22.65	7.15
1.069	22.65	7.15
1.070	22.65	7.15
1.070	22.65	7.15
1.069	22.65	7.15
1.071	22.65	7.15
1.073	22.65	7.15
1.070	22.65	7.15
1.070	22.65	7.15
1.070	22.65	7.15
1.070	22.65	7.15
1.070	22.65	7.15
1.070	22.65	7.15
1.071	22.65	7.15
1.070	22.65	7.15
1.071	22.65	7.15
1.071	22.65	7.15
1.070	22.65	7.15
1.071	22.65	7.15
1.071	22.65	7.15
1.069	22.65	7.15
1.071	22.65	7.15
1.070	22.65	7.15
1.071	22.65	7.15
1.070	22.65	7.15
1.070	22.65	7.15
1.070	22.65	7.16
1.071	22.65	7.16
1.070	22.65	7.16
1.071	22.65	7.16
1.069	22.65	7.16
1.069	22.65	7.16
1.071	22.65	7.16
1.070	22.65	7.16
1.069	22.65	7.16
1.070	22.65	7.16
1.070	22.65	7.16
1.070	22.65	7.16
1.070	22.65	7.16
1.070	22.65	7.16
1.069	22.65	7.16
1.070	22.65	7.16
1.071	22.65	7.16
1.072	22.65	7.16
1.071	22.65	7.16
1.069	22.65	7.16
1.071	22.65	7.16
1.071	22.65	7.16
1.070	22.65	7.16
1.069	22.65	7.16
1.071	22.65	7.16
1.071	22.65	7.16
1.070	22.65	7.16
1.071	22.65	7.16
1.070	22.65	7.16
1.071	22.65	7.16
1.071	22.65	7.16
1.070	22.65	7.16
1.072	22.65	7.16
1.072	22.65	7.16
1.071	22.65	7.16
1.070	22.65	7.16
1.070	22.65	7.16
1.070	22.65	7.16
1.071	22.65	7.16
1.071	22.65	7.16
1.071	22.65	7.16
1.071	22.65	7.16
1.073	22.65	7.16
1.071	22.65	7.16
1.071	22.65	7.16
1.069	22.65	7.16
1.072	22.65	7.16
1.072	22.65	7.16
1.076	22.65	8.16
1.073	22.65	8.16
1.075	22.65	8.16
1.076	22.65	8.17
1.075	22.65	8.17
1.074	22.65	8.17
1.074	22.65	8.17
1.074	22.65	8.17
1.073	22.65	8.17
1.074	22.65	8.17
1.076	22.65	8.17
1.075	22.65	8.17
1.075	22.65	8.17
1.074	22.65	8.17
1.075	22.65	8.17
1.074	22.65	8.18
1.075	22.65	8.18
1.075	22.65	8.18
1.075	22.65	8.18
1.073	22.65	8.18
1.075	22.65	8.18
1.074	22.65	8.18
1.074	22.65	8.18
1.076	22.65	8.18
1.074	22.65	8.18
1.074	22.65	8.18
1.075	22.65	8.18
1.074	22.65	8.18
1.075	22.65	8.18
1.075	22.65	8.18
1.074	22.65	8.19
1.076	22.65	8.19
1.073	22.65	8.19
1.073	22.65	8.19
1.077	22.65	8.19
1.074	22.65	8.19
1.074	22.65	8.19
1.075	22.65	8.19
1.075	22.65	8.19
1.075	22.65	8.19
1.075	22.65	8.19
1.074	22.65	8.19
1.073	22.65	8.19
1.074	22.65	8.19
1.074	22.65	8.19
1.074	22.65	8.19
1.074	22.65	8.19
1.074	22.65	8.19
1.075	22.65	8.19
1.074	22.65	8.19
1.073	22.65	8.19
1.074	22.65	8.19
1.075	22.65	8.19
1.074	22.65	8.19
1.074	22.65	8.19
1.075	22.65	8.20
1.076	22.65	8.20
1.075	22.65	8.20
1.075	22.65	8.20
1.076	22.65	8.20
1.074	22.65	8.20
1.074	22.65	8.20
1.074	22.65	8.20
1.075	22.65	8.20
1.074	22.65	8.20
1.075	22.65	8.20
